8.216216298682617047e-01,8.499521540620835758e-01,7.399288554926169992e-01,8.540803128872339611e-01,8.393410070797956424e-01,8.210455616785670152e-01,7.600943876341574867e-01,8.656067756358081233e-01,7.622587227453033742e-01,7.287168489584380238e-01,7.705082035669134077e-01,7.018786178051140690e-01,8.137563136145781195e-01,8.297252527348278894e-01,8.156352976364559249e-01,7.256127176174899107e-01,8.166922155521860738e-01,8.443304111591340977e-01,7.615909347903994098e-01,7.380882096345259269e-01
8.168914771058236601e-01,8.062360802435627471e-01,8.585221240171400092e-01,8.377846703196089040e-01,7.942471064320635321e-01,7.837665986267524643e-01,7.589579385513131049e-01,7.893764212850806761e-01,7.621046201132728459e-01,8.378953427274734578e-01,8.879439872123239264e-01,7.992519727683211617e-01,7.888579372427028114e-01,8.125787721512817141e-01,6.778924053224926194e-01,8.129672952218597315e-01,8.685303825741655936e-01,8.045539430043844309e-01,7.717647360247449351e-01,8.076395737704645805e-01
7.303736078894410566e-01,7.492507611548445690e-01,7.842973650478578529e-01,8.160433559899208378e-01,7.735392264751109748e-01,8.898267230512998394e-01,8.506198550710473150e-01,6.785478255420158700e-01,8.183006144743174559e-01,8.134789275605147640e-01,7.391965448880121192e-01,8.018053515979934875e-01,7.187279702104637513e-01,8.274328728633492114e-01,7.997981867678387591e-01,6.764289072600305763e-01,8.518507426763378687e-01,8.733055420073498887e-01,7.852577997597698367e-01,6.821714131079228416e-01
7.735901977531273177e-01,7.344572788987223655e-01,7.545028204610256806e-01,8.558724727209733318e-01,8.930818500048638420e-01,7.461100817334116453e-01,8.202520373980173307e-01,7.177239683037036633e-01,7.925483592321255211e-01,7.840169270418529957e-01,7.465076159413920331e-01,7.424810686641859503e-01,8.982762708626570447e-01,7.744674089156690089e-01,7.934722563109943838e-01,7.699413019534075975e-01,7.119802058508670761e-01,7.511556611532533845e-01,7.861483837110256889e-01,7.135795381785513536e-01
7.326242625983013790e-01,7.334668926151465262e-01,6.672804266780150151e-01,7.233690938097718792e-01,6.760496192339420229e-01,7.865629117168457807e-01,6.800656139206321393e-01,7.794386339973828903e-01,6.742256447800543118e-01,7.047123941808502989e-01,7.247789001111615281e-01,7.373974147571156212e-01,7.110495572071199311e-01,7.677945799277637873e-01,6.238420762070215897e-01,7.058288072429853566e-01,8.747028323372511016e-01,7.321539321429875180e-01,6.974798273551759964e-01,7.373396352522763042e-01
7.619642613272871179e-01,6.941332181319344041e-01,7.734198171437147717e-01,6.948470348602976410e-01,6.258865184435774554e-01,7.480701012099646441e-01,7.028302486482812528e-01,6.753559817837440082e-01,7.414373711120916255e-01,8.261514928453066453e-01,7.081100076477732097e-01,6.885011047851534727e-01,6.665525284016915464e-01,7.074529841238218486e-01,8.088701912891098633e-01,7.348501705930431394e-01,7.485091750473084060e-01,7.929174287205166261e-01,6.910469114146529090e-01,6.913915857178083435e-01
6.642727935586228982e-01,8.266102259726086920e-01,7.408526026587942681e-01,6.764768255107032058e-01,6.617717581882491817e-01,6.640086279758991017e-01,7.007553284380583225e-01,6.195804812500599335e-01,6.695213631639800322e-01,6.637934344429391453e-01,6.826784956910336710e-01,6.360701220427937841e-01,6.841486065210583556e-01,6.596608053840048447e-01,7.186988559921279052e-01,7.420113746434320312e-01,6.487962109697832380e-01,7.613004477900402467e-01,8.256297660171552089e-01,6.814185959744128995e-01
7.710672307788092317e-01,6.858298526329665856e-01,6.251518671181409692e-01,6.153065323781368168e-01,7.265030482872462114e-01,6.369136604573453209e-01,7.213959065853459141e-01,6.269671959486324830e-01,5.987732324311648702e-01,6.909057291163150927e-01,7.206720083581222847e-01,5.780632077386322898e-01,6.477430105458578113e-01,6.724843314159042462e-01,6.062475682878180061e-01,7.551717133212254573e-01,6.383915765851113644e-01,6.205393073629811296e-01,6.258996031259714821e-01,7.733620843585413684e-01
6.547253106425877656e-01,5.429020840844953621e-01,6.440748475372176651e-01,5.741076467410896056e-01,6.156205388870213957e-01,6.858866955990539083e-01,6.598349066452613432e-01,6.959516120058485411e-01,6.897836267938186605e-01,7.041158874089437081e-01,6.969649627004419479e-01,6.779473512542034674e-01,5.658705771548891983e-01,5.654429030834412506e-01,6.667754242202404980e-01,6.748343116074402293e-01,6.472581163562268758e-01,6.656362108542743794e-01,6.333377910613342543e-01,6.911372783860081359e-01
6.443053315152631466e-01,7.291855705044762992e-01,5.986628200383165010e-01,5.656529890557713269e-01,5.811629315307655919e-01,6.508544865407800417e-01,6.969684639797694148e-01,6.328018332453413386e-01,6.112634917988012395e-01,6.159258815700567880e-01,6.164852055105701778e-01,5.697605704821226968e-01,7.085213998313991679e-01,6.360907417236666417e-01,6.599167198983511007e-01,6.596723794942460639e-01,6.986378160516080182e-01,7.717050663401311406e-01,7.399102368630029458e-01,6.722617128485648408e-01
5.890588994985612725e-01,6.787869928110517037e-01,5.896236476136255122e-01,5.491405220435049417e-01,5.644657740654083211e-01,6.833391993024016120e-01,6.870422262342368303e-01,7.029635482780915989e-01,6.477162340373160410e-01,5.409828852690137246e-01,6.042681422133439062e-01,6.774343620824215817e-01,6.404638600996606090e-01,6.107585516957743099e-01,5.597337971527934775e-01,7.001171513236923438e-01,5.688351747224503763e-01,6.238278293738850344e-01,5.647433219480831879e-01,6.260079108290176331e-01
6.048331076872550671e-01,7.240293084963317360e-01,5.353886982227556990e-01,5.164509912950704384e-01,5.742100291438262394e-01,6.127458097836867568e-01,5.781993379726756421e-01,4.833333333333333370e-01,5.544938736641452648e-01,6.872251594032847688e-01,6.017077179709163781e-01,7.125882205624838317e-01,6.028439471965618690e-01,5.421910396162898937e-01,5.719743323615901209e-01,5.440074915010161272e-01,5.752598745297685667e-01,6.804244874133699161e-01,5.333326648717036100e-01,6.499445343459325786e-01
4.666666666666666741e-01,5.485096896233359054e-01,5.457441805444955829e-01,5.842912335031528182e-01,5.130787033719766965e-01,4.983205287493489566e-01,5.153675173446721214e-01,5.152701135275268296e-01,5.832552724965002211e-01,5.170294171016547313e-01,8.049331148939942171e-01,4.991701746879984025e-01,5.820151900679547685e-01,5.183165459280308918e-01,6.426522204836051522e-01,5.138549225537645260e-01,5.712130715867715924e-01,5.490947664361979230e-01,5.510710603966175736e-01,6.463461981267489831e-01
5.717140637335323960e-01,6.326320870568251653e-01,5.311083682193926681e-01,6.121052108622726529e-01,5.364716378553792131e-01,5.578595478961378973e-01,5.924109323588117038e-01,4.985409025632017710e-01,5.391480867182149028e-01,5.240752895408599121e-01,4.895253347681119971e-01,4.905314162548677359e-01,5.566045141830128218e-01,4.922098115560092357e-01,5.339180993390134633e-01,5.497264427403816267e-01,6.130336138183642980e-01,6.077918437816097752e-01,4.613619096536096809e-01,5.662711109742378790e-01
5.385239627283658903e-01,5.388934985610801531e-01,4.794298637216980463e-01,5.462015155374684294e-01,5.117966976420672554e-01,4.992885389979674904e-01,5.262419279546751705e-01,6.239828135147835741e-01,4.981179512269756082e-01,5.636420001238370281e-01,5.028761104572468943e-01,4.372924246059797793e-01,5.419295917102380233e-01,5.096893323533153719e-01,6.289791078678294012e-01,5.248501607968325544e-01,4.765916886130066032e-01,4.598383905992638465e-01,7.389846779266584509e-01,4.954196913473490338e-01
4.846306855261421354e-01,4.927381289024092004e-01,5.010951873503146636e-01,4.756902421694068628e-01,5.039697668841127687e-01,4.723876836644308463e-01,6.953491259570114824e-01,5.384764611963015479e-01,4.979977800697267809e-01,4.488292685558507578e-01,5.373605972087012184e-01,5.167998251293846046e-01,4.859421662220248517e-01,4.464788771203034856e-01,4.615052515121359500e-01,6.115395765260338568e-01,4.960186880115990959e-01,4.619660507374286906e-01,4.921591124576980003e-01,5.465215329330607164e-01
4.471983589451936636e-01,5.326639348585830991e-01,4.827381771458807980e-01,4.929220783630950953e-01,5.267953059380079406e-01,5.595485141190457146e-01,4.218448989480832467e-01,4.622930373792609182e-01,4.701569426335159840e-01,4.582405543333333275e-01,4.670629589246584890e-01,5.137600677004611205e-01,5.073689066665361125e-01,4.490680643840558872e-01,4.758649965530371007e-01,6.063157538748279451e-01,4.482797889890514642e-01,4.464788765482679000e-01,4.432474566348084122e-01,4.573649812599926423e-01
4.788414285551614857e-01,4.221250607707920377e-01,5.447360530040067372e-01,4.889935065189021657e-01,4.196872594779790244e-01,4.437804577526128780e-01,4.300154027590558092e-01,4.685439922184146955e-01,3.994316907829565388e-01,4.573797030223634152e-01,4.042732989759690865e-01,4.919515723631621151e-01,4.493249720718447415e-01,4.684591063828904001e-01,4.567628030648049897e-01,5.331482411101009511e-01,4.459861767750689099e-01,4.907410298536390991e-01,4.604453957877033821e-01,3.872924246059797904e-01
5.043927644319300407e-01,6.282691631752324035e-01,4.693092109358994457e-01,3.666666666666666408e-01,4.038760067278646115e-01,4.306154367510475200e-01,4.647671563271634776e-01,4.010150901810476398e-01,5.210445174280402547e-01,3.780285763202763660e-01,4.723355798401535632e-01,4.599841240226777983e-01,5.234663152891450011e-01,3.991967409472068629e-01,4.299368206070148246e-01,4.310368718464187010e-01,3.847798507114799649e-01,4.238105556358148784e-01,3.750244958876885470e-01,4.483092028663023809e-01
4.707353186869467354e-01,3.964520828892285631e-01,3.806200879499568313e-01,3.886630577562393274e-01,4.764393399171549803e-01,4.791380453429539554e-01,4.265195639085218038e-01,4.567758721594262772e-01,4.636021195771282688e-01,4.140355454494420995e-01,4.280836445740673901e-01,4.034174671031092729e-01,4.224725673816012717e-01,4.284666603190282475e-01,4.075757526408319009e-01,4.004266803910286887e-01,5.236475136152477505e-01,4.179194684515918912e-01,4.050988256109074315e-01,4.378790888410584170e-01
4.481937813764538259e-01,3.682229895586355273e-01,4.493833640313939504e-01,3.333333333333333148e-01,3.926034017369521845e-01,3.622534426006864261e-01,3.785599111004863682e-01,3.728565536915959822e-01,4.170865184677668980e-01,3.657364232948229765e-01,4.371977131380344050e-01,3.613616553404586651e-01,3.817520685539295688e-01,5.140124139287961524e-01,4.282718904653219361e-01,4.065739075792176305e-01,4.433031938261853822e-01,4.272853732735700794e-01,3.645460577225174692e-01,5.135098677078470120e-01
4.010100161044393152e-01,4.541288236377580834e-01,3.387342863919847180e-01,4.046472649237696784e-01,4.754202033903999758e-01,4.499726626274759833e-01,4.029863477676545735e-01,3.796980969148817664e-01,3.707235326406636555e-01,4.071781573906986251e-01,3.439061258646166075e-01,3.394420348093024065e-01,3.721669530651636748e-01,3.767552445410821127e-01,4.043358619442758428e-01,3.450337799472988909e-01,4.420010238684935477e-01,3.488250500741215121e-01,4.212889383747330796e-01,3.323725331666666505e-01
3.216260187733385734e-01,3.641700036226753756e-01,3.941648776804187460e-01,4.239354730191850495e-01,3.433059725568921583e-01,3.853510601073860675e-01,3.558891735277932566e-01,3.476129929986979672e-01,3.852046606676664542e-01,4.103537499272526534e-01,3.938040747260703189e-01,4.072315592567600784e-01,4.252060409925281226e-01,3.316424498676997512e-01,3.712734926919135092e-01,3.215172908863898060e-01,3.460312994523572772e-01,3.266242899496232255e-01,3.919562289469525340e-01,3.806778689132148119e-01
3.641233567969373586e-01,4.228682946290289180e-01,2.833333333333333259e-01,3.569805990890899117e-01,3.979565903161481066e-01,4.446801773891452814e-01,3.726255371690702090e-01,3.457424792733385654e-01,3.303282341894782093e-01,3.175904347279886464e-01,3.827439820612676402e-01,3.442616259854124339e-01,3.094425742002837598e-01,3.573192207602816084e-01,3.872924829643597522e-01,3.862533451766588799e-01,3.116666131218245317e-01,3.263278546687400916e-01,3.452170485474294614e-01,3.325949844685195389e-01
3.289473254540781211e-01,3.963614797081646546e-01,3.347022555355634865e-01,2.833307930701620680e-01,3.053440768322503995e-01,4.368489327578580772e-01,4.561607340914966002e-01,3.823915739596284169e-01,2.771553646377742930e-01,3.317863742324243526e-01,3.106616709960116629e-01,3.064537954040350565e-01,3.751902512575125970e-01,4.454001350096747358e-01,3.090173153205048040e-01,3.311031324894863070e-01,2.666666666666666630e-01,3.605260257338721575e-01,3.487952818702970692e-01,3.689191227273565521e-01
2.775909778639559233e-01,2.977602652798987948e-01,3.273461327442205859e-01,3.006544215521039232e-01,3.569817946453153756e-01,2.679711550305305945e-01,3.132432835685994288e-01,2.986552179022092246e-01,2.666015625000000000e-01,3.337438795077729004e-01,2.613619096536096698e-01,2.633689951979499289e-01,3.027093509907974878e-01,3.178961445576572453e-01,2.713155259785156037e-01,3.103906962459669350e-01,3.180922104604194112e-01,3.156194702768247429e-01,3.419417546397109930e-01,2.811095842493490093e-01
3.162288284080928547e-01,2.795495778274238452e-01,2.801522428093024542e-01,2.883806347145250748e-01,2.986104145887152894e-01,3.225465496238564822e-01,3.246813993566050049e-01,3.047243469200639487e-01,2.598383905992638909e-01,2.333333333333333370e-01,3.392746952851951048e-01,2.520961325523450869e-01,3.503528120549011526e-01,2.624704547012871592e-01,2.566892806370374980e-01,2.799116046149148218e-01,2.805111100457150508e-01,3.467546172195165033e-01,2.445964844759498935e-01,2.498604434368489613e-01
